,UKQuarterlyHPI,UKEmp,UKUnEmp,UKMonthlyHousePrice,RegCBI,RegCC,BusinessBirths,ConstructionOutput_TNH,ConstructionOutput_ANW,ConstructionOutput_AW,Unemployment,Employment,PublicEMP,WorkforceJobs,Exports,Imports,PayrollEMP,PayrollPayMedian,HousePrice,PMIAC,PMINB,PMIOB,PMICH,PMIPR,PMIEM,HousingRental,PMIFU
Tcode,5,1,1,5,1,1,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
lag ,0,2,2,2,1,0,1,2,2,2,2,2,3,3,4,4,0,0,2,0,0,0,0,0,0,0,0
2015,-0.001003,73.4,5.5,-0.000299,-99999999,3.7,-99999999,-0.032148,0.007516,0.002333,7.6,68.9,-0.005604,0.01441,-99999999,-99999999,0.010469,-0.004544,-0.010328,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001407,-99999999
2015.25,0.012917,73.4,5.6,0.011777,-99999999,3.6,-99999999,0.069829,0.038412,0.035075,8.2,67.8,-0.003776,0.005776,-99999999,-99999999,0.003453,-0.003258,0.041693,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001764,-99999999
2015.5,0.003284,73.8,5.3,0.012156,-99999999,3.6,-99999999,-0.032314,-0.030522,-0.016393,8.6,68.3,0.005653,-0.009426,-99999999,-99999999,0.002276,0.001305,0.00586,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000518,-99999999
2015.75,0.0029,74.1,5.1,0.005399,-99999999,3.7,-99999999,0.021509,-0.039569,-0.025489,8,70.6,0.001868,-0.005904,-99999999,-99999999,-0.001984,0.003904,0.002373,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.002736,-99999999
2016,0.003338,74.1,5.1,0.005783,-99999999,3.9,-99999999,0.003154,-0.054145,-0.038803,7.9,70.2,0,0.003331,-99999999,-99999999,0.004751,0.008406,-0.006171,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.002937,-99999999
2016.25,0.012235,74.4,4.9,0.01078,-99999999,4,-99999999,0.071287,0.028525,0.019722,7.6,70.9,-0.003744,-0.005939,-99999999,-99999999,0.001674,0.007697,0.032532,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.00191,-99999999
2016.5,0.004459,74.4,4.8,0.003919,-99999999,4,-99999999,0.000077,0.014527,0.023376,6.1,71,-0.003776,0.001492,-99999999,-99999999,-0.000002,0.001915,-0.016823,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.002785,-99999999
2016.75,-0.000862,74.6,4.7,0.00138,-99999999,4.1,-99999999,0.008637,0.018641,0.012307,6.9,70.4,0,-0.001119,-99999999,-99999999,0.002061,-0.002554,0.012364,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003278,-99999999
2017,0.001534,74.8,4.6,-0.000531,-99999999,4,-99999999,-0.023669,0.018309,0.009963,5.8,71.5,0.001892,0.001491,-99999999,-99999999,0.000395,0.015858,-0.036077,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.000629,-99999999
2017.25,0.006892,75.1,4.4,0.013111,-99999999,4.1,-0.098754,0.048121,0.04475,0.047277,6,72.4,-0.001892,0.004074,-99999999,-99999999,0.003881,0.004396,0.049928,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.000305,-99999999
2017.5,0.003503,75,4.3,0.005953,-99999999,4.2,0.028798,-0.012779,0.008287,0.011626,5.4,72.8,0,0.013073,-99999999,-99999999,0.001468,0.005,-0.004446,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001317,-99999999
2017.75,-0.000491,75.2,4.4,0.000839,-99999999,4.3,-0.089291,0.028124,-0.005683,-0.012403,5.2,72,0,-0.003592,-99999999,-99999999,0.003283,0.011776,0.020108,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000295,-99999999
2018,0.000738,75.6,4.2,-0.003013,-99999999,4.4,0.141722,-0.048832,-0.038654,-0.045034,4.8,73.5,-0.001901,0.00395,-99999999,-99999999,-0.002477,0.00553,-0.047847,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000609,-99999999
2018.25,0.005676,75.5,4,0.008805,-99999999,4.4,-0.024523,0.059957,0.011793,0.008518,4.4,71.1,0,-0.006119,0.007345,0.024656,0.002988,0.010363,0.031819,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.000069,-99999999
2018.5,0.003074,75.6,4.1,0.005854,-99999999,4.6,-0.077742,0.005584,-0.002504,-0.002865,4.9,71.1,-0.001909,-0.00291,-0.028924,-0.007729,-0.000404,0.006649,0.016839,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000746,-99999999
2018.75,-0.003884,75.8,4,-0.003249,-99999999,5,-0.008708,0.038103,0.000616,-0.009791,5.4,71.9,0.00381,-0.000365,0.009189,0.031177,0.000791,0.006006,-0.011801,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001882,-99999999
2019,-0.00302,76.1,3.8,-0.004992,-99999999,5.2,0.154682,-0.018834,-0.010654,-0.00548,5.4,71.1,-0.001901,-0.009602,0.033072,0.016538,-0.000157,0.011313,-0.031807,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000284,-99999999
2019.25,0.006517,76.1,3.9,0.005596,-99999999,5.3,-0.075501,0.058046,0.053491,0.058898,5.3,70.8,0.003793,0.012877,-0.046653,-0.036295,0.00136,0.006492,0.038123,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001858,-99999999
2019.5,0.001798,76,3.8,0.006534,-99999999,5.3,-0.021602,0.017926,0.034373,0.070358,5.9,71.2,0.00376,0.00361,0.011302,0.025918,0.001153,0.004109,0.01841,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.00162,-99999999
2019.75,-0.001767,76.5,3.8,-0.003255,-99999999,5.5,-0.040335,-0.0121,-0.015315,-0.026052,6.1,71.1,0.003728,-0.00652,0.009835,-0.033581,0.000289,0.01049,-0.019958,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001686,-99999999
2020,0.003976,76.3,4,0.001667,-99999999,5.2,0.146581,-0.068664,-0.047327,-0.034833,5.5,72.6,0,0.004719,-0.013343,-0.008054,0.002445,0.002316,-0.007804,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001566,-99999999
2020.25,0.004407,75.7,4.1,0.003753,-99999999,8.5,-0.16603,-0.283155,-0.191418,-0.171455,5.4,73.1,0.001852,-0.006547,-0.215126,-0.153145,-0.018491,-0.002896,0.010554,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.004636,-99999999
2020.5,0.008215,74.9,4.9,0.012472,-99999999,8.5,0.061706,0.217371,0.142323,0.118974,6.6,71.6,0,-0.003311,0.177645,0.116176,-0.002995,0.03365,0.038785,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.00313,-99999999
2020.75,0.010485,74.6,5.2,0.011431,-99999999,8.3,-0.027709,0.017736,0.011825,-0.018519,6.4,71.5,0,-0.00185,0.077083,0.046518,-0.000997,0.008378,0.030582,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.002832,-99999999
2021,0.003436,74.7,4.9,0.009565,-99999999,8.3,0.2198,-0.069412,-0.001783,0.002756,5.8,71.9,0.009143,0.001111,-0.053229,-0.074952,0.004784,0.011612,0.02509,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003467,-99999999
2021.25,0.020264,75,4.7,0.020892,-99999999,7.2,-0.074403,0.057557,0.06124,0.049688,5.8,71.4,0,0.009151,-0.029953,0.024545,0.018002,0.008758,0.065527,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003932,-99999999
2021.5,0.008551,75.3,4.3,0.004604,-99999999,6.6,-0.068778,-0.022193,0.014588,0.016962,5.1,70.7,0.003604,-0.001088,-0.02339,0.023099,0.010578,0.016753,0.016843,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.005962,-99999999
2021.75,0.009677,75.5,4,0.004272,-99999999,6,0.005109,0.005795,0.002767,0.004972,5.6,71,0.001791,-0.005849,0.01993,0.001453,0.008202,0.018057,-0.030125,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.007059,-99999999
2022,0.012945,75.6,3.7,0.01097,-99999999,-99999999,0.142363,-99999999,-99999999,-99999999,5,70.9,0.007091,0.003292,0.016446,0.058404,0.004896,0.023408,0.031199,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.006318,-99999999
2022.25,0.01583,75.5,3.8,-99999999,-99999999,-99999999,-0.111328,-99999999,-99999999,-99999999,5.1,71.4,0,0.00435,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
